Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
Acharya Tulsi Jain Hospital,,,,Karnataka,560022,13.0218344,77.5567093,,,+91-9094338051,
Get Well Hospital,,,,Karnataka,560047,12.9526616,77.61503,,,+91-9582113755,
Premier Hospital,,,,Karnataka,560032,13.0241863,77.5960574,,,+91-6231443944,
Gurukripa Hospital and Health Care Centre,,,,Karnataka,560086,13.0001802,77.5461146,,,+91-8223765120,
Avian Medicare and Research Centre,,,,Karnataka,560001,13.0269276,77.6227882,,,+91-6925333974,
Vinayaka Health Care and Maternity Home,,,,Karnataka,560068,12.8919999,77.6257829,,,+91-6290564350,
Little Flower Hospital,,,,Karnataka,560016,13.0113204,77.6771966,,,+91-6419423261,
"Venkateswara Hospital, Bengaluru Urban",,,,Karnataka,560004,12.9543465,77.5755649,,,+91-9041728873,
Sai Baba Hospital,,,,Karnataka,560058,13.0093599,77.5222108,,,+91-7606288065,
"Metro Hospital, Bengaluru Rural",,,,Karnataka,560062,12.8914666,77.5612113,,,+91-6220806698,
"Madhu Hospital, Bengaluru Urban",,,,Karnataka,560079,12.9783164,77.5429603,,,+91-8086387327,
Al- Habeeb Hospital,,,,Karnataka,560045,13.0236062,77.6196139,,,+91-7701022353,
"Santhigiri Ayurveda and Siddha Hospital, Bengaluru Urban",,,,Karnataka,560030,12.9439008,77.6065864,,,+91-7503207796,https://www.santhigiriashram.org/
Little Flower Hospital,,Opposite to bus stop,,,,13.0113125,77.6771851,,,+91-6244036898,
Padmashree Diagnostics,,,,,,12.9745983,77.5436792,,,+91-8266023475,
Venus MultiSpeciality Hospital,,,,,,12.9721779,77.6807872,,,+91-9324216821,
Roopena Agrahara Government Hospital,,,,Karnataka,560068,12.9102142,77.6244654,,,+91-7273556039,
Laggere Government Hospital,,,,Karnataka,560058,13.009817,77.5231852,,,+91-6897469099,
K.C. General Hospital,,,,Karnataka,560003,12.993382,77.5694167,,,+91-7440846437,
Cure Hospital,,,,Karnataka,560032,13.0324318,77.6085263,,,+91-7708937774,
Yashas Neurocare,,,,,,12.9853993,77.5454024,,,+91-9804535326,
Focus Diagnostic Center,,,,,,12.9870634,77.549951,,,+91-7157290921,
Vittal Eye HOspital,,,,,,12.931298,77.5412566,,optometry;optometrist,+91-9402449926,
Chamundi Hi Tech Hospital,Bengaluru,,,,560068,12.9240924,77.6177848,,,+91-6205187635,
Little Flower Hospital,,,,Karnataka,560093,12.9807257,77.6823734,,,+91-6356872757,
Jeevan Hospital,,,,Karnataka,560013,12.9901305,77.6713322,,,+91-8506650300,
Vedam Ayurveda Multi Speciality Hospital,,,,Karnataka,560016,12.9946786,77.6709989,,,+91-9458066908,
Stroke Treatment Paralysis,,,,Karnataka,560043,13.0239995,77.6585299,,,+91-8744681922,
Geriatric Hospitals,,,,Karnataka,560043,13.0283977,77.6599575,,,+91-6842953740,
Pragathi Piles Hospital,,,,Karnataka,560016,12.9966313,77.671863,,,+91-6981794725,
Mahaveer Hospitals,,,,Karnataka,560016,12.9895049,77.6741439,,,+91-8600840129,
Medihope Super Specialty Hospital,,,,Karnataka,560075,12.973637,77.675186,,,+91-7189863591,
Cure N Care Hospital,,,,Karnataka,560016,12.989869,77.676589,,,+91-8011931588,
Prakruti Hospital,,,,Karnataka,560016,12.991561,77.6757833,,,+91-6894864677,
Kamadhenu Hospital,,,,Karnataka,560040,12.975501,77.534972,,,+91-6684466935,
Dr. Rajesh Hospitals Eye and Dental,,,,Karnataka,560008,12.9688989,77.6422131,,,+91-8584938097,
OJUS Multi Speciality Hospital,,,,Karnataka,560017,12.957269,77.653945,,,+91-8762184205,
Benaka Hospital,,,,Karnataka,560079,12.9835824,77.5289448,,,+91-7515606965,
"Goverment Hospital, Hosahalli",,,,Karnataka,560040,12.9744928,77.5342045,,,+91-7075868016,
Jhon's Medical Hospital,,,,Karnataka,560017,12.9635299,77.6662889,,,+91-8335288888,
Vijaya Hospital,,,,Karnataka,560072,12.96767,77.5226459,,,+91-7315689619,
Government Hospital,,,,Karnataka,560079,12.9780731,77.5251934,,,+91-7874659719,
Sriprasad Ayurveda,,,,Karnataka,560040,12.9734087,77.5462808,,,+91-9759310379,
Vidya Eye Hospital,,,,Karnataka,560040,12.9707429,77.5377684,,,+91-7558400129,
Sai Baba Hospital,,,,Karnataka,560008,12.9698194,77.6317472,,,+91-7975745934,
Shree Sai Speciality Hospital,,,,Karnataka,560071,12.9555948,77.6418006,,,+91-9627406098,
Shree Dhanvantari Ayurveda Hospital,,,,Karnataka,560040,12.9615606,77.5222312,,,+91-9048421634,
Srinivasam Cancer Care Multi Speciality Hospital,,,,Karnataka,560072,12.961509,77.523151,,,+91-8742797720,
Magdum Hospital,,,,Karnataka,560017,12.9589495,77.6603768,,,+91-7868888909,
Athoz Hospitals,,,,Karnataka,560008,12.9673428,77.6424996,,,+91-9990891658,
G.R. Hospital,,,,Karnataka,560010,12.9802303,77.5548818,,,+91-6988581904,
Sneha Horizon Hospital,,,,Karnataka,560040,12.9754301,77.5358001,,,+91-6901953097,
Jagjeevanram Hospital,,,,Karnataka,560072,12.968292,77.524492,,,+91-9404038647,
Kangroo Hospital,,,,Karnataka,560040,12.974339,77.542325,,,+91-9084349900,
Abhinav Hospital,,,,Karnataka,560023,12.9757486,77.553782,,,+91-6743365984,
Suhusannidhi Hospital,,,,Karnataka,560040,12.969102,77.534951,,,+91-9213650382,
Panchsheela Nagar Hospital,,,,Karnataka,560072,12.9745497,77.5208943,,,+91-6240484974,
ESIC Hospital,,,,Karnataka,560008,12.9693009,77.6317545,,,+91-8550624215,
Sai Ortho and Dental Centre,,,,Karnataka,560040,12.9698191,77.5360801,,,+91-8716955486,
Ammashrees Hospital,,,,Karnataka,560010,12.9794315,77.5441641,,,+91-9080606010,
Lohitha Hospital,,,,Karnataka,560008,12.963951,77.64308,,,+91-9651990225,
Government Hospital,,,,Karnataka,560072,12.9639829,77.5188899,,,+91-9987227104,
Shanthakumari Hospital,,,,Karnataka,560072,12.9637162,77.5188263,,,+91-8545965749,
Bengaluru Child Neurology and Rehabilitaion Centre,,,,Karnataka,560040,12.9735574,77.5461246,,,+91-6327376168,
Sumati Hospital,,,,Karnataka,560072,12.976379,77.524439,,,+91-9941498530,
Dr. Hemant Agrawal,,,,Karnataka,560017,12.9583212,77.659636,,,+91-8320710901,
Dr. Nothesh Child Specialist,,,,Karnataka,560040,12.975423,77.540659,,,+91-9123888605,
Swasthya Hospitals,,,,Karnataka,560071,12.9544981,77.6401572,,,+91-9178228075,
Miracle Hopital,,,,Karnataka,560017,12.958861,77.654322,,,+91-7389930234,
Sastry Memorial Hospital,,,,Karnataka,560040,12.9698787,77.5332834,,,+91-6819801721,
Sri Venkateswara Hospital,,,,Karnataka,560076,12.9056165,77.6122688,,,+91-8349015846,
Rajashri Grandhim Hospitals,,,,Karnataka,560076,12.895426,77.607662,,,+91-6877581284,
Goldage Hospital,,,,Karnataka,560068,12.8908362,77.6040715,,,+91-7725902866,
Vinayaka Hospital,,,,Karnataka,,12.93753,77.549675,,,+91-8928355732,
Unani Hospital,,,,Karnataka,560002,12.9633185,77.5790145,,,+91-9835820762,
Rahul Maternity & Child Health Centre,,,,Karnataka,560047,12.9596227,77.6146819,,,+91-9772080424,
Bangaluru Unani Hospital,,,,Karnataka,560004,12.9405198,77.5794387,,,+91-8081707269,
Medcare Hospital,,,,Karnataka,560004,12.953049,77.574203,,,+91-7988074175,
Sumanjara Hospital,,,,Karnataka,560019,12.9417439,77.5601782,,,+91-8516973300,
Corporation Hospital,,,,Karnataka,560018,12.961345,77.560893,,,+91-6958971406,
Mitralaya Hospital,,,,Karnataka,560004,12.945591,77.5712865,,,+91-8629104928,
People Tree Hospitals,,,,Karnataka,,12.942076,77.553598,,,+91-7997287448,
Apollo Specialty Hospital,,,,Karnataka,560011,12.936459,77.584422,,,+91-6150978959,
Government Hospital,,,,Karnataka,560018,12.9609494,77.5613939,,,+91-6641803894,
Verna Hospital,,,,Karnataka,560050,12.940404,77.5580361,,,+91-7956510073,
"Government Hospital, Banglore",,,,Karnataka,560026,12.9587464,77.5573456,,,+91-9175514179,
Royan Maternity & Child Welfare Centre,,,,Karnataka,560018,12.960311,77.568274,,,+91-8620680085,
Alisa Eye Hospital,,,,Karnataka,560047,12.9652304,77.6104334,,,+91-8632451575,
Shekhar Hospital,,,,Karnataka,560019,12.945944,77.567404,,,+91-6932382271,
Government Hospital,,,,Karnataka,,12.949104,77.563226,,,+91-8394351752,
Jeevini Sarvodaya Hospital,,,,Karnataka,560019,12.9415883,77.5641917,,,+91-8133221096,
Mahaveer Ortho Care Speciality Centre,,,,Karnataka,560004,12.9569684,77.5695045,,,+91-6387747011,
Raghavendra Hospital,,,,Karnataka,,12.938787,77.554296,,,+91-8013722299,
Apaara Multi Speciality,,,,Karnataka,,12.938453,77.551329,,,+91-9262491108,
Khincha Orthopaedic Centre,,,,Karnataka,560004,12.939882,77.573989,,,+91-9866831726,
Parameshwari Hospital,,,,Karnataka,,12.948971,77.563543,,,+91-9089217607,
Drishti Nethralaya,,,,Karnataka,,12.9422541,77.5506328,,,+91-7712979278,
Furtde Hospital,,,,Karnataka,560002,12.9654649,77.5894756,,,+91-9816425283,
Manavarthapet Pregnancy Hospital,,,,Karnataka,560053,12.9702549,77.5734571,,,+91-7714829878,
Trinity Hospital and Heart Foundation,,,,Karnataka,560004,12.9434996,77.5796583,,,+91-9869332987,
Spandana Heart Centre,,,,Karnataka,560018,12.957222,77.566486,,,+91-8981885867,
Shas Eye Care,,,,Karnataka,560047,12.960296,77.614714,,,+91-7239600054,
Matha Pitha Hospital,,,,Karnataka,560070,12.9420276,77.575634,,,+91-9435373382,
ESI Hospital,,,,Karnataka,560053,12.972126,77.573351,,,+91-7735836549,
Herige Hospital,,,,Karnataka,560018,12.960972,77.5609696,,,+91-6188310773,
Gleneagles Global Hospitals,,,,Karnataka,560025,12.9654497,77.5999044,,,+91-9211953454,
Punarjyoti Eye Hospital,,,,Karnataka,560002,12.9658901,77.589928,,,+91-9773006875,
Swastik Eye Hospital,,,,Karnataka,560004,12.9479647,77.5696395,,,+91-9433265636,
Dave Gray Hospital,,,,Karnataka,560004,12.9458294,77.5799015,,,+91-9920631487,
Dr. Rudrappa's Hospital,,,,Karnataka,560027,12.9650303,77.5954946,,,+91-7091794845,
Shishuka Children's Speciality Hospital,,,,Karnataka,560043,13.0193799,77.6535352,,,+91-7743859711,
Skin Remediez,,,,Karnataka,560043,13.0091103,77.6579493,,,+91-7047731685,
Navya Hospital,,,,Karnataka,560024,13.0524836,77.6120857,,,+91-9063848423,
Ovum Birthing Centre,,,,Karnataka,560043,13.0201491,77.6516628,,,+91-9385369583,
Icon Hospital,,,,Karnataka,560024,13.0528211,77.6041042,,,+91-8454126196,
Medicure Hospital,,,,Karnataka,560043,13.0283463,77.6298629,,,+91-9704190484,
Motherhood Women & Children Hospital,,,,Karnataka,560043,13.0102697,77.6525909,,,+91-7387710695,
Feran Hospital,,,,Karnataka,560043,13.0263661,77.6302142,,,+91-9948790725,
Super Specialty Eye Hospital,,,,Karnataka,560043,13.0166883,77.6604049,,,+91-8852009637,
Endocrine Speciality Centre,,,,Karnataka,560043,13.013761,77.648529,,,+91-6105337301,
Anjani Women's Day Care Hospital,,,,Karnataka,560043,13.0188119,77.647187,,,+91-8048436606,
CDEC Hospital,,,,Karnataka,560043,13.026989,77.6281742,,,+91-6531900284,
Pranam Dental Hospital,,,,Karnataka,560045,13.029101,77.620568,,,+91-6186234516,
Milaan Hospital,,,,Karnataka,560043,13.0109537,77.6476418,,,+91-9421308438,
Cloudnine Hospital,,,,Karnataka,560043,13.020084,77.654053,,,+91-6421185506,
Rajalakshmi Multi Specialty Hospital,,,,Karnataka,560078,12.916588,77.579602,,,+91-9995663502,
Lavis Hospital,,,,Karnataka,560029,12.925461,77.609021,,,+91-7429680629,
Sevakshetra Hospital,,,,Karnataka,560070,12.9215119,77.5724702,,,+91-7858939876,
Perfetual Help Hospital,,,,Karnataka,560011,12.9055752,77.5425258,,,+91-9904995846,
Shree Vaishnavi Heart Centre and Multi Speciality,,,,Karnataka,560076,12.9121632,77.6098276,,,+91-9472800495,
Marigold Hospital,,,,Karnataka,560076,12.9136262,77.6045369,no,,+91-9541928717,
Bharathi Hospitals,,,,Karnataka,560050,12.9334096,77.5622345,,,+91-9821024353,
Devi Hospital,,,,Karnataka,560034,12.9239445,77.6198634,,,+91-9077931625,
Devagiri Hospital,,,,Karnataka,560070,12.924153,77.565797,,,+91-9028041194,
Pothys Hospital,,,,Karnataka,560076,12.9159348,77.6034098,,,+91-8111210501,
Center for Liver Disease Hospital,,,,Karnataka,560078,12.916234,77.593019,,,+91-9213986733,
Sudha Prevention Centre,,,,Karnataka,560085,12.9254569,77.5467101,,,+91-8228331871,
Sahasra Hospital,,,,Karnataka,560082,12.920651,77.5746118,,,+91-7091974651,
Health India Hospital,,,,Karnataka,560029,12.9265183,77.6090995,,,+91-7506087192,
Shanti Hospital,,,,Karnataka,560070,12.9202202,77.5772991,,,+91-6824393813,
Spurthy Hospital,,,,Karnataka,560029,12.923857,77.611355,,,+91-7353881851,
Apollo Cradle Maternity & Children's Hospital,,,,Karnataka,560011,12.916885,77.585258,,,+91-6386747727,
St. Martha's Hospital,,,,Karnataka,560061,12.906113,77.542548,,,+91-6239338101,
Chinmaya Hrudayalaya,,,,,,12.9778121,77.6459447,,,+91-8529946241,
Baptist Hospital,,,,Karnataka,,13.0362022,77.5896998,,,+91-8767794994,
Esi Hospital Peenya 1st Stage,,,,Karnataka,,13.0280728,77.5231858,,,+91-6819771796,
Nayanalaya Super Speciality Eye Care Centre,,,,Karnataka,,13.006795,77.571159,,,+91-6723467982,
Srinidhi Health Centre,,,,Karnataka,,13.005821,77.5725746,,,+91-8088811427,
Orthopedic & Eye Care Center,,,,Karnataka,,13.0054934,77.5719519,,,+91-9725136072,
ESI Hospital,,,,Karnataka,,13.004596,77.5540033,,,+91-7851463533,
Ramani Orthopaedic Hospital,,,,Karnataka,,13.0044307,77.5785238,,orthopaedics,+91-8916412519,
Atharva Ayurdhama Ayurvedic Hospital,,,,Karnataka,,13.004314,77.547749,,,+91-6115998090,
RICH CARE HOMEOPATHY,,,,Karnataka,,13.0015461,77.5721683,,,+91-7582692335,
Poornayu Ayurveda Hospital,,,,Karnataka,,12.998238,77.551173,,,+91-6011805539,
Appllo Diagnostic,,,,Karnataka,,12.9981064,77.6008126,,,+91-6200492348,
Supra Diagnostics Spine Care And Ortho Care Hospital,,,,Karnataka,,12.9969996,77.5730038,,,+91-6899049063,
K.C.General Hospital,,,,Karnataka,,12.9960244,77.5693714,,,+91-7112862644,
ESIC Model Hospital,,,,Karnataka,,12.9916924,77.5539007,,,+91-9727736703,
Government Hospital,,,,Karnataka,,12.9905045,77.5566355,,,+91-6180949959,
Esi Hospital Bangalore,,,,Karnataka,,12.9904985,77.5530924,,,+91-6788087577,
Government Hospital,,,,Karnataka,,12.9844963,77.5551801,,,+91-9162127008,
Sun Orthopaedic center,,,,,,13.0332219,77.5549236,,,+91-9556160374,
St. Johns hospital Emergency ward,,,,,,12.9305937,77.6186159,,,+91-9381961984,
CUPA Small Animals Hospital,,,,,,13.026494,77.5933758,,,+91-6861456606,
Healing Hands Advanced Physiotherapy Clinic,Bangalore,4th Cross Road,"64/2, Sarakki Main Rd, Sarakki Nagar,",,560078,12.9128623,77.5714903,,physiotherapy;physiotherapist,+91-7865133412,
Narayan Multispeciality clinic,,,,,,12.9288444,77.5828703,,,+91-7716903890,
clinic,,,,,,12.9395279,77.586437,,,+91-8414587057,
Kidwai Cancer Institute Radiation Block,,,,,,12.9355966,77.5971575,,,+91-9727347087,
Altius Hospital,,,,,,13.0344639,77.6291947,,,+91-9207476772,
My Dentist,,,,,,12.9429852,77.5460604,,dentist,+91-9902431135,
Suraksha Hospital,,,,,,13.048083,77.628791,,,+91-6096930643,
Janani Clinics,"Basaveshwara Nagar, Bangalore","8th B Main Road, 3rd Stage, 2nd Block, Basaveshwaranagara",629,,560079,12.9918503,77.5437825,,gynaecology;orthodontics;dentist;vaccination;plastic_surgery,9036817877,
Lotus Hospital,bangalore,"24th Main Rd, Vanganahalli, 1st Sector, HSR Layout 5th Sector, Bengaluru,",,,560103,12.9144825,77.6491563,,,+91-6247424865,
Ayaans Hospital,,,,,,12.9782618,77.6435889,,gynaecology,+91-7418939173,
NIMHANS Department Of Psychiatric and Neuro Rehabilitation,,,,,,12.9400516,77.5954768,,,+91-6896069907,
Nimhans Mr-pet Center,,,,,,12.9396498,77.5967825,,neurology,+91-9415553036,
NIMHANS Physiotherapy Center,,,,,,12.9402037,77.5954721,,,+91-9739393990,
Cadabam's Hospitals,,,,,,12.906071,77.5869281,,,+91-7645439440,
"Fortis Hospital, Nagarbhavi",,,,Karnataka,560072,12.9596032,77.5112481,,multi speciality,+91-8116614205,https://www.fortishealthcare.com/
MEDSTAR Speciality Hospital,,,,,,13.058128,77.5860405,,,+91-8803205877,
Span Health Center,,,,,,12.9774449,77.6271297,,,+91-8542779910,
Uvin Care Hospital,,,,,,12.9778346,77.6282837,,,+91-8378639255,
Unknown Hospital,,,,,,12.8933895,77.6368614,,,+91-8635078185,
Bengaluru City Hospital,,,,,,12.9075935,77.5707809,,,+91-7413387181,
Aspire Hospital,,,,,,12.9971683,77.6145878,,,+91-6540318562,
Sai Thunga Hospitals,,,,,,12.9240012,77.6481809,,,+91-7726694731,
Chirag Global Hospital,,,,,,12.9058817,77.6037517,,,+91-7905873589,
PMC Hospital,,,,,,13.0065047,77.5545009,,,+91-9899682036,
New Varalakshmi Hospital,,,,,,12.9988382,77.5550964,,,+91-7400148610,
Apollo Cradle Children's Hospital,,,,,,13.002768,77.5536287,,,+91-7689935750,
Netradhama,,,,,,12.99743,77.5510293,,,+91-6656839892,
St Philomenas Hospital OPD Building,,Mother Teresa Road,4,,560047,12.9658506,77.6109015,,,08040164346;08040164300,https://www.stphilomenashospital.com/
Hiremath Hospital,,,,,,12.9754354,77.5358964,,,+91-8281888872,
Hiremath Hospital,,,,,,12.9754353,77.5358964,,,+91-6807549754,
Gawai Hospital,,,,,,12.9962739,77.6075693,,,+91-6373892062,
Hiremath Hospital,,,,,,12.9754353,77.5358964,,,+91-8906544510,
Beams Hospitals Private Limited,Bengaluru,"640, 12Th Main, 80 Ft Road, 4Th Block, Koramangala",640,Karnataka,560034,12.9342277,77.6296323,,,+91-8777607977,
H Siddiah Referral Hospital,,,,,,12.9569057,77.5824398,,,+91-8434354280,
Aster RV Hospital,bangalore,"24th Main Road, 1st Phase, J P Nagar",CA-37,,560078,12.9114283,77.5849747,,,08046414641,https://www.asterhospitals.in/hospitals/aster-rv-bangalore
Chinmaya Mission Hospital,,,,,,12.9779337,77.6461885,yes,,+91 80 2502 6100,https://www.chinmayamission.com/what-we-do/institutes/chinmaya-mission-hospital-chinmaya-mission-of-nursing/
KLE Dental College,,,,,,13.0305079,77.535667,,,+91-9679634466,
Health Centre,,,,,,13.0157723,77.5638038,,,+91-8603328863,
K C General Hospital,,,,Karnataka,560003,12.9950532,77.5697431,,,+91-8419197983,
St Marthas Hospital,,,,Karnataka,560001,12.9708175,77.5857431,yes,,+91-6733558010,https://www.narayanahealth.org/
Vydehi Superspeciality Hospital,Bengaluru,Vittal Mallya Road,2,Karnataka,560001,12.9681553,77.5950421,,multi speciality,+9180 2227 7979,http://www.vsshospital.com/
Jayanagar General Hospital,,,,Karnataka,570014,12.9261175,77.592549,,,+91-8049516262,
Hospital Complex,,,,,,12.9382871,77.5899069,,,+91-6558237807,
Sri Jayadeva Institute Of Cardiology,,Bannerghatta Road,,Karnataka,560041,12.9185194,77.599254,yes,cardiology,+91-8257888995,
HMT Hospital,,,,,,13.04958,77.5509219,,,+91-7499879537,
BEL Hospital,,,,Karnataka,560013,13.0503387,77.5567647,,,+91-8659939873,
"Fortis Hospitals, Bannerghatta Road",,,,Karnataka,560076,12.8947511,77.5985816,yes,multi speciality,+91-7180873079,www.fortishospitals.com
Apollo Hospital,Bangalore,Bannerghatta Road,,Karnataka,560076,12.89632,77.5983495,yes,multi speciality,+91-6831637488,www.apollohospitalsbangalore.com
Bhagwan Mahaveer Jain Hospital,,,,,,12.9914884,77.5952993,yes,,+91-9502375542,
Bowring and Lady Curzon Hospitals,"Shivaji Nagar, Bangalore",Lady Curzon Road,,Karnataka,560001,12.9830115,77.6047116,,Bio-Chemistry; Cardiology; Cardiothoracic Surgery; Dermatology; ENT; General Medicine; General Surgery; Micro-Biology; Neurology; Ophthalmology; Orthopedics Pathology; Pediatric Surgery; Plastic Surgery; Psychiatry; Pulmonology; Radio-Diagnosis;,+91-80-25591325,https://sabvmcri.karnataka.gov.in/
Sir Haji Ismail Gosha Sait Hospital,"Shivaji Nagar, Bangalore",Venkataswamy Naidu Road,,,,12.9837175,77.5998896,,,+91-8029147900,
Government Veterinary Hospital,,,,,,12.9641529,77.5676947,,,+91-8058549662,
Railways Hospital,,,,,,12.9798353,77.5651105,,,+91-7068970376,
Bangalore Baptist Hospital,Bangalore,Bellary Road,,Karnataka,560024,13.034555,77.5906028,yes,,08022024700,https://www.bbh.org.in/
ESI Hospital,,,,,,12.9713479,77.6367243,,,+91-8254249217,
Rajshekhar Hospital,bangalore,"9th Cross Road, Phase 1, Sarakki Layout, JP Nagar",21,Karnataka,560078,12.9110143,77.5797725,yes,,080 4252 7555,https://www.rajshekarhospital.com/
"Sparsh Hospital For Advanced Surgeries, Bengaluru Urban",Bangalore,Infantry Road,,Karnataka,560001,12.983283,77.594772,,,+91-8613904954,https://www.sparshhospital.com/
"Manipal Hospital, Bengaluru Urban",,,,Karnataka,560017,12.9587074,77.6490296,yes,,+91-6077941216,
Radhakrishna Multispeciality Hospital,bangalore,"Sunrise Towers, 30th crs JP Rd. Girinagar.,opp Canara Bank",3-4,Karnataka,560085,12.9409612,77.5455617,yes,,080 2642 2977,
Rajalakshmi Multi Speciality Hospital,,,,,,12.9164672,77.5795714,,,+91-9816570273,
Manipal Hospital,,,,,,12.9585777,77.6481409,,,+91-7004728198,
Indiranagar Government Hospital,,,,,,12.9829238,77.6446972,,,+91-9487649046,
Isolation Hospital,,,,,,12.9839262,77.6436191,,,+91-8492730894,
Epidemic Disesase Hospital,,,,Karnataka,560002,12.9864155,77.6437586,,,+91-7338839072,
Employees' State Insurance Corporation Model Hospital,,,,,,12.9909528,77.5534579,yes,,+91-9382138876,
"Vittala International Institute Of Ophthalmology, Hosakerehalli",,,,Karnataka,560085,12.9308127,77.5412224,yes,,+91-7930239256,
ISRO Employees Hospital,,,,,,12.966082,77.656317,,,+91-7848200711,
Ramaiah Memorial Hospital,,,,Karnataka,560054,13.0282176,77.569775,yes,,+91-7075291741,https://msrmh.com/
Hosmat Hospital,,,,Karnataka,560025,12.9691251,77.6133228,yes,,+91-7981462932,
Victoria Hospital,,,,,,12.9634957,77.5736948,yes,,+91-7311113978,
Manipal Hospital,,,,Karnataka,560024,13.050953,77.5938654,yes,,+91-9325194059,
Dasappa Maternity Hospital,,,,Karnataka,560002,12.9643477,77.5845256,yes,,+91-6347442362,
Isolation Hospital,,,,,,12.9858246,77.6429529,no,,+91-9436012922,
Sarvodaya Hospital,,,,Karnataka,560079,12.9803798,77.5390159,yes,,+91-8160960791,
Dasarahalli Referral Hospital,,,,Karnataka,560040,12.9773598,77.5428202,,,+91-6523359550,
Nethra Eye Hospital,,,,Karnataka,560094,13.0271503,77.5768623,,,+91-9869273210,
Kidwai Memorial Institute of Oncology,,,,Karnataka,560 029,12.936526,77.5981388,yes,oncology,+91-7380116229,https://www.kidwai.kar.nic.in/
P.D. Hinduja Sindhi Hospital,,,,Karnataka,560027,12.9644217,77.5926381,yes,,+91-9856636017,https://www.hindujasindhihospital.com/
Nmpc Hospital,,,,Karnataka,560043,13.0224158,77.6580401,yes,,+91-8913228087,
Shri Krishna Sevashrama Hospital,Bangalore,,,Karnataka,560041,12.9173497,77.5851714,,,+918022441631,http://www.sks-hospital.org/
Sreerampura Referal Hospital,,,,Karnataka,560010,12.9907432,77.5649082,,,+91-7122767891,
HAL Hospital,,,,,,12.9623685,77.6664034,yes,,+91-9106927513,
Pro MED Hospital,,,,Karnataka,560070,12.9294355,77.564005,,,+91-7876885783,
Apollo Speciality Hospital,,,,Karnataka,560011,12.9362818,77.5843424,,Cardiac surgery; General and Gastro-intestinal surgery; Gynecology; Pediatric surgery; Thoracic surgery; Urology; Colorectal surgery; Cancer surgery; Orthopedics; Neurosurgery and Ear; Nose and Throat surgery,+91-8071758224,https://www.apollohospitals.com/
"Sevakshetra Hospital, Bengaluru Urban",Bangalore,27th Cross,,Karnataka,560070,12.9216889,77.5721755,yes,,+91-7932752437,
Netradhama Hospital,,Kanakapura Road,,,,12.9252873,77.5774052,yes,,+91-8805079148,
The Eye Foundation,Bangalore,,,Karnataka,560103,12.9233474,77.6724111,,ophthalmology,+91-7823436186,https://www.theeyefoundation.com/new/
Subbaiah Hospital,Mathikere,MS Ramaiah Road,,Karnataka,560054,13.0302068,77.560704,yes,,+91-7560107206,
"Fortis Hospitals Limited, Bengaluru Urban",Bengaluru,Cunningham Road,,Karnataka,560052,12.9884913,77.5945424,yes,,+91-8255207324,https://www.fortishealthcare.com/
ESI Hospital,,,,,,12.9952564,77.6527138,,,+91-8087513239,
Milann Fertility Center,,12th Cross,4,,,12.9788013,77.6380849,,,+91-8075451726,
Sanjeevani Hospital,,,,Karnataka,560086,13.0116917,77.5438731,,,+91-8402670317,https://www.sanjeevinihospital.com/
Dr. Agarwal's Eye Hospital,,,,,,12.9103592,77.6004551,,,+91-8635686454,
Sanjay Gandhi Accident and Trauma Hospital,,,,,,12.9356389,77.5935945,yes,,+91-6630183336,
Sanjay Gandhi Accident and Trauma Hospital,,,,,,12.9357711,77.5939433,yes,,+91-9531351425,
Greenview Hospital,,,,,,12.9191928,77.6381223,,,+91-9419656955,
Leprosy Hospital,,,,,,12.9744546,77.5640222,,,+91-8053181210,
Annasawmy Mudaliar General Hospital,,,,Karnataka,560005,12.9999803,77.6144986,,,+91-7290917809,
Arth Ayurveda World,Bangalore,13th Main Road,3367/A,,560008,12.9685282,77.6457748,,ayurveda,+91-8339528440,
Indicus,,2nd Cross Road,,,560043,13.0146094,77.6464563,,,+91-6002057164,
Fortis La Femme Hospital,,,,Karnataka,560025,12.9657452,77.6097161,,,+91-6432469870,
Shyamala Hospital,Bangalore,Cambridge Road,17/4,Karnataka,560008,12.9714272,77.627494,no,,+91-8562884567,
Medicare Diagnostics,,,,,,13.0285228,77.5587301,,,+91-8420283362,
Abhaya Hospital,,,,Karnataka,560027,12.9462798,77.5947839,,Neuro Psychiatry; Neuro Surgery; Oncology; Orthopaedics; Joint Replacements; General Surgery,+91-7211499428,https://www.abhayahospital.org/
MS Diabetes Speciality Center,,,,,,12.9807106,77.646011,,,+91-6159848268,
BBMP Maternity Hospital,,,,,,12.9491979,77.596808,,,+91-8983387719,
Ramakrishna Clinic,"Gandhi Nagar, Bangalore",4th Cross,,,,12.978694,77.5744614,no,,+91-6604696157,
ESI Hospital,,,,,,12.9279948,77.5894064,,,+91-8834599153,
Apollo Hospital,,,,,,12.9883152,77.5726942,,,+91-6196533811,
Supra Hospital,,,,Karnataka,560079,12.992849,77.5386619,,,+91-9213148268,http://www.panaceahospital.com/
GM Hospital,"Basaveshwara Nagar, Bangalore","8th Main, 3rd Stage",334,,560079,12.9929909,77.5387177,yes,,+91-6398633874,
Sakhi Hospital (A Unit Of Prasad Healthcare Services),,,,Karnataka,560076,12.9053477,77.603209,,gynaecology,+91-7200886554,
Prashanth Hospitals,,,,Karnataka,,12.9391883,77.5513126,,,+91-8589644644,
