Name,City,Street,Housenumber,State,Postcode,Latitude,Longitude,Emergency,Speciality,Phone,Website
"Vasan Eye Care Hospital, Banaswadi",N/A,N/A,N/A,Karnataka,560043,13.0241341,77.6335546,N/A,N/A,N/A,http://www.vasaneye.in/
"Vasan Eye Care Hospital, R.T.Nagar",N/A,N/A,N/A,Karnataka,560032,13.0251833,77.5920609,N/A,N/A,N/A,http://www.vasaneye.in/
Kims Hospital and Research Centre,N/A,N/A,N/A,Karnataka,560004,12.9563016,77.5747874,N/A,N/A,N/A,N/A
"Karthik Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560027,12.9489406,77.5949925,N/A,N/A,N/A,N/A
Bangalore Kidney Stones Hospital,N/A,N/A,N/A,Karnataka,560027,12.9670215,77.5892667,N/A,N/A,N/A,N/A
Sree Lakshmi Hospital,N/A,N/A,N/A,Karnataka,560093,12.9825937,77.6814736,N/A,N/A,N/A,N/A
"Abhaya Eye Hospital, Super Speciality Eye Care Centre",N/A,N/A,N/A,Karnataka,560085,12.9271131,77.5471291,N/A,Cataract,N/A,http://www.abhayaeyehospital.com/
Mediscope Hospital Private Limited,N/A,N/A,N/A,Karnataka,560045,12.9994472,77.6162584,N/A,N/A,N/A,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Manjushree Speciality Hospital,N/A,N/A,N/A,Karnataka,560042,12.9825845,77.6124926,N/A,N/A,N/A,N/A
Namratha Nursing And Maternity Home,N/A,N/A,N/A,Karnataka,560086,13.0045747,77.5432728,N/A,N/A,N/A,N/A
The Pulse Multi Speciality Hospital,N/A,N/A,N/A,Karnataka,560085,12.9424801,77.5473283,N/A,N/A,N/A,N/A
Popular Hospital,Bangaluru,3rd Cross Road,16,Karnataka,560004,12.9514854,77.5703564,yes,general,N/A,N/A
Gavipuramguttahalli Maternity Home,N/A,N/A,N/A,Karnataka,560018,12.9526505,77.5548633,N/A,N/A,N/A,N/A
Ayurseva Hospital,N/A,N/A,N/A,Karnataka,560016,13.0139247,77.6640775,N/A,N/A,N/A,N/A
Spine Care And Ortho Care Hospital,N/A,N/A,N/A,Karnataka,560086,12.9745134,77.5493883,N/A,N/A,N/A,https://www.bengaluruspinecare.com/
Tanmay Hospital,N/A,N/A,N/A,Karnataka,560040,12.9733764,77.5474034,N/A,N/A,N/A,N/A
Bhagavathi Multi Speciality Hospital,N/A,N/A,N/A,Karnataka,560040,12.9160636,77.6308219,N/A,N/A,N/A,N/A
Sri Sai Ram Hospital - Bangalore,N/A,N/A,N/A,Karnataka,560076,12.9144587,77.6003156,N/A,N/A,N/A,N/A
Susheel Hospital,N/A,N/A,N/A,Karnataka,560040,12.9645006,77.5427189,N/A,N/A,N/A,N/A
Dhanush Hospital,N/A,N/A,N/A,Karnataka,560072,12.9654318,77.52312,N/A,N/A,N/A,N/A
"Sadhana Eye Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560008,12.970023,77.6307987,N/A,N/A,N/A,N/A
Av Hospital,N/A,N/A,N/A,Karnataka,560004,12.938853,77.5786096,N/A,N/A,N/A,N/A
"Balaji Hospital, K.H. Ranganath Colony",N/A,N/A,N/A,Karnataka,560018,12.9632506,77.5602901,N/A,N/A,N/A,N/A
Banasawadi Hospital,N/A,N/A,N/A,Karnataka,560043,13.0205082,77.6509675,N/A,N/A,N/A,N/A
Bangalore Eye Hospital And Retina Centre,N/A,N/A,N/A,Karnataka,560043,13.0221036,77.6387729,N/A,N/A,N/A,N/A
Bhavatprabhu Hospitals Pvt Limited,N/A,N/A,N/A,Karnataka,560027,12.9670615,77.5903161,N/A,N/A,N/A,N/A
Nikad Ortho Centre,N/A,N/A,N/A,Karnataka,560042,12.975802,77.6184806,N/A,N/A,N/A,N/A
Raksha Multispeciality Hospital,N/A,N/A,N/A,Karnataka,560096,13.0195733,77.5419559,N/A,N/A,N/A,http://www.rakshahospital.in/
Cambridge Hospital,N/A,N/A,N/A,Karnataka,560038,13.0195955,77.5419813,N/A,N/A,N/A,N/A
Azad Nagar Maternity Home,N/A,N/A,N/A,Karnataka,560026,12.9559644,77.5485635,N/A,N/A,N/A,N/A
Gunasheela Surgical and Maternity Hospital,N/A,N/A,N/A,Karnataka,560004,12.9403012,77.5764705,N/A,N/A,N/A,N/A
Excel Care Hospital,N/A,N/A,N/A,Karnataka,560070,12.9207314,77.5736019,N/A,N/A,N/A,N/A
"Vasan Eye Care Hospital, Jayanagar",N/A,N/A,N/A,Karnataka,560011,12.9292015,77.5819811,N/A,N/A,N/A,N/A
Hi Tech Kidney Stone Hospital,N/A,N/A,N/A,Karnataka,560001,12.9271389,77.579028,N/A,Dornier AlphaLithotripsy Treatment; X-Rays; US Scan; Urologist Consultation,N/A,http://www.hitechkidneystonehospital.org/
Dr. Vidyananda's Surgery and Dia Centre,N/A,N/A,N/A,Karnataka,560070,12.9242515,77.573217,N/A,N/A,N/A,N/A
"Srushti Hospital, Bengaluru Rural",N/A,N/A,N/A,Karnataka,560082,12.8981572,77.6207364,N/A,N/A,N/A,N/A
Parimala Speciality Hospital,N/A,N/A,N/A,Karnataka,560076,12.9004567,77.6005474,N/A,N/A,N/A,https://www.parimalahospital.com/
"R K Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560084,13.0138123,77.6354731,N/A,N/A,N/A,N/A
"Prasad Eye Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560029,12.9356703,77.6079905,N/A,N/A,N/A,N/A
Unity Lifline Hospital Pvt Ltd,N/A,N/A,N/A,Karnataka,560072,12.9819768,77.5108275,N/A,N/A,N/A,N/A
J.P.Nursing Home,N/A,N/A,N/A,Karnataka,560096,13.0098352,77.5384723,N/A,blood_check;general,N/A,N/A
North Side Health Centre,N/A,N/A,N/A,Karnataka,560032,13.0267995,77.5870813,N/A,N/A,N/A,N/A
Dr Chaitanyas Dental Care & Implant Centre,N/A,N/A,N/A,Karnataka,560032,12.9675989,77.6565533,N/A,N/A,N/A,N/A
Kareem E.N.T and Multispeciality Centre,N/A,N/A,N/A,Karnataka,560029,12.9188948,77.6058905,N/A,N/A,N/A,N/A
Chinmaya Narayana Super Specialty Centre,N/A,N/A,N/A,Karnataka,560038,12.9777106,77.6459773,N/A,multi speciality,N/A,https://www.narayanahealth.org/
Jyothi The Lasik Vision Centre,N/A,N/A,N/A,Karnataka,560004,12.9496114,77.5790786,N/A,N/A,N/A,N/A
Bengaluru West Lions Hospital,N/A,N/A,N/A,Karnataka,560002,12.9563042,77.5830996,N/A,N/A,N/A,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Vijayanagar Hospital,N/A,N/A,N/A,Karnataka,560040,12.9716291,77.5371969,N/A,N/A,N/A,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf
Abhinava Eye Hospital,N/A,N/A,N/A,Karnataka,560004,12.9550181,77.5683897,N/A,N/A,N/A,N/A
North Star Maternity and Nursing Home,N/A,N/A,N/A,Karnataka,560076,12.9067079,77.5849275,N/A,N/A,N/A,N/A
"Punarjyoti Eye Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560002,12.9685305,77.5843965,N/A,N/A,N/A,N/A
Sundar Hospital,N/A,N/A,N/A,Karnataka,560084,13.0080166,77.6221479,N/A,N/A,N/A,N/A
V Care Hospital,N/A,N/A,N/A,Karnataka,560037,13.015884,77.5973475,N/A,N/A,N/A,N/A
A.M. Hospital,N/A,N/A,N/A,Karnataka,560040,12.9601022,77.5315556,N/A,N/A,N/A,N/A
"Divya Drishti Eye Hospital, Vijayanagar",N/A,N/A,N/A,Karnataka,560104,12.9586907,77.5352668,N/A,Cataract Treatment; Cornea Clinic; Retina Clinic; Glaucoma Clinic,N/A,http://divyadrishtieyehospital.com/
"Shridevi Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560072,12.9617045,77.5217172,N/A,N/A,N/A,N/A
Srinivasa Eye Hospital,N/A,N/A,N/A,Karnataka,560043,13.0147224,77.6515616,N/A,N/A,N/A,N/A
Spandana Hospital And Medical Centre,N/A,N/A,N/A,Karnataka,560016,13.0112166,77.6743939,N/A,N/A,N/A,N/A
Sreeniwasa Hospital,N/A,N/A,N/A,Karnataka,560053,12.9732706,77.5725357,N/A,N/A,N/A,N/A
Ashraya Medinova Pvt Ltd,N/A,N/A,N/A,Karnataka,560091,12.988865,77.5078006,N/A,N/A,N/A,N/A
Magadi Road Maternity Home,N/A,N/A,N/A,Karnataka,560023,12.9741253,77.561823,N/A,N/A,N/A,N/A
Pristine Hospital,N/A,N/A,N/A,Karnataka,560086,12.9980009,77.5432779,N/A,N/A,N/A,http://pristinehospitals.com/
Dr Zamindar's Micro Surgical Eye Centre,N/A,N/A,N/A,Karnataka,560033,13.0021978,77.6329015,N/A,N/A,N/A,N/A
Vasan Eye Care Hospital,N/A,N/A,N/A,Karnataka,560068,12.8980516,77.6339279,N/A,N/A,N/A,N/A
Health Cottage Hospital,N/A,N/A,N/A,Karnataka,560008,12.9709143,77.6321116,N/A,N/A,N/A,N/A
Samastha Hospitals Pvt Ltd,N/A,N/A,N/A,Karnataka,560061,12.89708,77.5473364,N/A,N/A,N/A,N/A
Poornima Hospital,N/A,N/A,N/A,Karnataka,560032,13.0263344,77.595128,N/A,N/A,N/A,N/A
Dr.Zamindar Microsurgical Eye Centre,N/A,N/A,N/A,Karnataka,560043,13.0178594,77.6547577,N/A,N/A,N/A,https://drzamindarseyecentre.com/
Good Shepherd Hospital,N/A,N/A,N/A,Karnataka,560043,13.0328036,77.633289,N/A,N/A,N/A,N/A
"Dr.Agarwal Eye Hospital, Frazer Town, Bangalore",N/A,N/A,N/A,Karnataka,560005,12.9960196,77.6128413,N/A,N/A,N/A,N/A
"Mamta Hospital, Bengaluru Rural",N/A,N/A,N/A,Karnataka,560091,13.0377564,77.5744454,N/A,N/A,N/A,N/A
S. J. Hospital,N/A,N/A,N/A,Karnataka,560094,13.0360827,77.575065,N/A,N/A,N/A,N/A
Republic Hospital,N/A,N/A,N/A,Karnataka,560025,12.964162,77.5982255,N/A,N/A,N/A,N/A
R.R. Hospital and Trauma Centre,N/A,N/A,N/A,Karnataka,560078,12.9074269,77.5716318,N/A,N/A,N/A,N/A
Sri Sai Eye Hospital,N/A,N/A,N/A,Karnataka,560016,13.011968,77.6659168,N/A,N/A,N/A,N/A
Sri Ram Speciality Hospital,N/A,N/A,N/A,Karnataka,560047,12.9543777,77.6209764,N/A,N/A,N/A,N/A
Zion Hospital And Research Centre Pvt.Ltd.,N/A,N/A,N/A,Karnataka,560084,13.0149675,77.6354957,N/A,N/A,N/A,http://zionhospitals.com/
Institute Of Nephro Urology hospital,N/A,N/A,N/A,Karnataka,560002,12.9619528,77.5728562,N/A,N/A,N/A,N/A
Well Spring hospital,N/A,N/A,N/A,Karnataka,560095,12.9425676,77.6224349,N/A,N/A,N/A,N/A
Aaroyha Mandir Hospital,N/A,N/A,N/A,Karnataka,560002,13.0105038,77.5502452,N/A,N/A,N/A,N/A
"Punya Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560079,12.9862161,77.5374853,N/A,N/A,N/A,https://punyahospitals.com/
Sandhyashree Hospital,N/A,N/A,N/A,Karnataka,560079,12.9761802,77.5261763,N/A,N/A,N/A,N/A
Dr. Sailaja's Super Speciality Eye Hospital,N/A,N/A,N/A,Karnataka,560043,13.0276736,77.6614188,N/A,N/A,N/A,N/A
Hillside Hospital,N/A,N/A,N/A,Karnataka,560070,12.9162753,77.5589544,N/A,N/A,N/A,N/A
Pd Hinduja Sindhi Hospital,N/A,N/A,N/A,Karnataka,560027,12.9646359,77.5926509,N/A,N/A,N/A,N/A
Sri Ranga Arogyadhama,N/A,N/A,N/A,Karnataka,560086,12.9986239,77.542782,N/A,N/A,N/A,N/A
Brinda Hospital,N/A,N/A,N/A,Karnataka,560072,12.978053,77.5115959,N/A,N/A,N/A,N/A
Deepashri Hospital,N/A,N/A,N/A,Karnataka,560072,12.9705902,77.5108503,N/A,N/A,N/A,N/A
Rotary Eye Hospital (A Unit Of Bangalore North Rotary Trust),N/A,N/A,N/A,Karnataka,560010,12.9817233,77.5549364,N/A,N/A,N/A,N/A
Acharya Tulsi Jain Hospital,N/A,N/A,N/A,Karnataka,560022,13.0218344,77.5567093,N/A,N/A,N/A,N/A
Get Well Hospital,N/A,N/A,N/A,Karnataka,560047,12.9526616,77.61503,N/A,N/A,N/A,N/A
Premier Hospital,N/A,N/A,N/A,Karnataka,560032,13.0241863,77.5960574,N/A,N/A,N/A,N/A
Gurukripa Hospital and Health Care Centre,N/A,N/A,N/A,Karnataka,560086,13.0001802,77.5461146,N/A,N/A,N/A,N/A
Avian Medicare and Research Centre,N/A,N/A,N/A,Karnataka,560001,13.0269276,77.6227882,N/A,N/A,N/A,N/A
Vinayaka Health Care and Maternity Home,N/A,N/A,N/A,Karnataka,560068,12.8919999,77.6257829,N/A,N/A,N/A,N/A
Little Flower Hospital,N/A,N/A,N/A,Karnataka,560016,13.0113204,77.6771966,N/A,N/A,N/A,N/A
"Venkateswara Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560004,12.9543465,77.5755649,N/A,N/A,N/A,N/A
Sai Baba Hospital,N/A,N/A,N/A,Karnataka,560058,13.0093599,77.5222108,N/A,N/A,N/A,N/A
"Metro Hospital, Bengaluru Rural",N/A,N/A,N/A,Karnataka,560062,12.8914666,77.5612113,N/A,N/A,N/A,N/A
"Madhu Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560079,12.9783164,77.5429603,N/A,N/A,N/A,N/A
Al- Habeeb Hospital,N/A,N/A,N/A,Karnataka,560045,13.0236062,77.6196139,N/A,N/A,N/A,N/A
"Santhigiri Ayurveda and Siddha Hospital, Bengaluru Urban",N/A,N/A,N/A,Karnataka,560030,12.9439008,77.6065864,N/A,N/A,N/A,https://www.santhigiriashram.org/
Little Flower Hospital,N/A,Opposite to bus stop,N/A,N/A,N/A,13.0113125,77.6771851,N/A,N/A,N/A,N/A
Padmashree Diagnostics,N/A,N/A,N/A,N/A,N/A,12.9745983,77.5436792,N/A,N/A,N/A,N/A
Venus MultiSpeciality Hospital,N/A,N/A,N/A,N/A,N/A,12.9721779,77.6807872,N/A,N/A,N/A,N/A
Roopena Agrahara Government Hospital,N/A,N/A,N/A,Karnataka,560068,12.9102142,77.6244654,N/A,N/A,N/A,N/A
Laggere Government Hospital,N/A,N/A,N/A,Karnataka,560058,13.009817,77.5231852,N/A,N/A,N/A,N/A
K.C. General Hospital,N/A,N/A,N/A,Karnataka,560003,12.993382,77.5694167,N/A,N/A,N/A,N/A
Cure Hospital,N/A,N/A,N/A,Karnataka,560032,13.0324318,77.6085263,N/A,N/A,N/A,N/A
Yashas Neurocare,N/A,N/A,N/A,N/A,N/A,12.9853993,77.5454024,N/A,N/A,N/A,N/A
Focus Diagnostic Center,N/A,N/A,N/A,N/A,N/A,12.9870634,77.549951,N/A,N/A,N/A,N/A
Vittal Eye HOspital,N/A,N/A,N/A,N/A,N/A,12.931298,77.5412566,N/A,optometry;optometrist,N/A,N/A
Chamundi Hi Tech Hospital,Bengaluru,N/A,N/A,N/A,560068,12.9240924,77.6177848,N/A,N/A,N/A,N/A
Little Flower Hospital,N/A,N/A,N/A,Karnataka,560093,12.9807257,77.6823734,N/A,N/A,N/A,N/A
Jeevan Hospital,N/A,N/A,N/A,Karnataka,560013,12.9901305,77.6713322,N/A,N/A,N/A,N/A
Vedam Ayurveda Multi Speciality Hospital,N/A,N/A,N/A,Karnataka,560016,12.9946786,77.6709989,N/A,N/A,N/A,N/A
Stroke Treatment Paralysis,N/A,N/A,N/A,Karnataka,560043,13.0239995,77.6585299,N/A,N/A,N/A,N/A
Geriatric Hospitals,N/A,N/A,N/A,Karnataka,560043,13.0283977,77.6599575,N/A,N/A,N/A,N/A
Pragathi Piles Hospital,N/A,N/A,N/A,Karnataka,560016,12.9966313,77.671863,N/A,N/A,N/A,N/A
Mahaveer Hospitals,N/A,N/A,N/A,Karnataka,560016,12.9895049,77.6741439,N/A,N/A,N/A,N/A
Medihope Super Specialty Hospital,N/A,N/A,N/A,Karnataka,560075,12.973637,77.675186,N/A,N/A,N/A,N/A
Cure N Care Hospital,N/A,N/A,N/A,Karnataka,560016,12.989869,77.676589,N/A,N/A,N/A,N/A
Prakruti Hospital,N/A,N/A,N/A,Karnataka,560016,12.991561,77.6757833,N/A,N/A,N/A,N/A
Kamadhenu Hospital,N/A,N/A,N/A,Karnataka,560040,12.975501,77.534972,N/A,N/A,N/A,N/A
Dr. Rajesh Hospitals Eye and Dental,N/A,N/A,N/A,Karnataka,560008,12.9688989,77.6422131,N/A,N/A,N/A,N/A
OJUS Multi Speciality Hospital,N/A,N/A,N/A,Karnataka,560017,12.957269,77.653945,N/A,N/A,N/A,N/A
Benaka Hospital,N/A,N/A,N/A,Karnataka,560079,12.9835824,77.5289448,N/A,N/A,N/A,N/A
"Goverment Hospital, Hosahalli",N/A,N/A,N/A,Karnataka,560040,12.9744928,77.5342045,N/A,N/A,N/A,N/A
Jhon's Medical Hospital,N/A,N/A,N/A,Karnataka,560017,12.9635299,77.6662889,N/A,N/A,N/A,N/A
Vijaya Hospital,N/A,N/A,N/A,Karnataka,560072,12.96767,77.5226459,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,560079,12.9780731,77.5251934,N/A,N/A,N/A,N/A
Sriprasad Ayurveda,N/A,N/A,N/A,Karnataka,560040,12.9734087,77.5462808,N/A,N/A,N/A,N/A
Vidya Eye Hospital,N/A,N/A,N/A,Karnataka,560040,12.9707429,77.5377684,N/A,N/A,N/A,N/A
Sai Baba Hospital,N/A,N/A,N/A,Karnataka,560008,12.9698194,77.6317472,N/A,N/A,N/A,N/A
Shree Sai Speciality Hospital,N/A,N/A,N/A,Karnataka,560071,12.9555948,77.6418006,N/A,N/A,N/A,N/A
Shree Dhanvantari Ayurveda Hospital,N/A,N/A,N/A,Karnataka,560040,12.9615606,77.5222312,N/A,N/A,N/A,N/A
Srinivasam Cancer Care Multi Speciality Hospital,N/A,N/A,N/A,Karnataka,560072,12.961509,77.523151,N/A,N/A,N/A,N/A
Magdum Hospital,N/A,N/A,N/A,Karnataka,560017,12.9589495,77.6603768,N/A,N/A,N/A,N/A
Athoz Hospitals,N/A,N/A,N/A,Karnataka,560008,12.9673428,77.6424996,N/A,N/A,N/A,N/A
G.R. Hospital,N/A,N/A,N/A,Karnataka,560010,12.9802303,77.5548818,N/A,N/A,N/A,N/A
Sneha Horizon Hospital,N/A,N/A,N/A,Karnataka,560040,12.9754301,77.5358001,N/A,N/A,N/A,N/A
Jagjeevanram Hospital,N/A,N/A,N/A,Karnataka,560072,12.968292,77.524492,N/A,N/A,N/A,N/A
Kangroo Hospital,N/A,N/A,N/A,Karnataka,560040,12.974339,77.542325,N/A,N/A,N/A,N/A
Abhinav Hospital,N/A,N/A,N/A,Karnataka,560023,12.9757486,77.553782,N/A,N/A,N/A,N/A
Suhusannidhi Hospital,N/A,N/A,N/A,Karnataka,560040,12.969102,77.534951,N/A,N/A,N/A,N/A
Panchsheela Nagar Hospital,N/A,N/A,N/A,Karnataka,560072,12.9745497,77.5208943,N/A,N/A,N/A,N/A
ESIC Hospital,N/A,N/A,N/A,Karnataka,560008,12.9693009,77.6317545,N/A,N/A,N/A,N/A
Sai Ortho and Dental Centre,N/A,N/A,N/A,Karnataka,560040,12.9698191,77.5360801,N/A,N/A,N/A,N/A
Ammashrees Hospital,N/A,N/A,N/A,Karnataka,560010,12.9794315,77.5441641,N/A,N/A,N/A,N/A
Lohitha Hospital,N/A,N/A,N/A,Karnataka,560008,12.963951,77.64308,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,560072,12.9639829,77.5188899,N/A,N/A,N/A,N/A
Shanthakumari Hospital,N/A,N/A,N/A,Karnataka,560072,12.9637162,77.5188263,N/A,N/A,N/A,N/A
Bengaluru Child Neurology and Rehabilitaion Centre,N/A,N/A,N/A,Karnataka,560040,12.9735574,77.5461246,N/A,N/A,N/A,N/A
Sumati Hospital,N/A,N/A,N/A,Karnataka,560072,12.976379,77.524439,N/A,N/A,N/A,N/A
Dr. Hemant Agrawal,N/A,N/A,N/A,Karnataka,560017,12.9583212,77.659636,N/A,N/A,N/A,N/A
Dr. Nothesh Child Specialist,N/A,N/A,N/A,Karnataka,560040,12.975423,77.540659,N/A,N/A,N/A,N/A
Swasthya Hospitals,N/A,N/A,N/A,Karnataka,560071,12.9544981,77.6401572,N/A,N/A,N/A,N/A
Miracle Hopital,N/A,N/A,N/A,Karnataka,560017,12.958861,77.654322,N/A,N/A,N/A,N/A
Sastry Memorial Hospital,N/A,N/A,N/A,Karnataka,560040,12.9698787,77.5332834,N/A,N/A,N/A,N/A
Sri Venkateswara Hospital,N/A,N/A,N/A,Karnataka,560076,12.9056165,77.6122688,N/A,N/A,N/A,N/A
Rajashri Grandhim Hospitals,N/A,N/A,N/A,Karnataka,560076,12.895426,77.607662,N/A,N/A,N/A,N/A
Goldage Hospital,N/A,N/A,N/A,Karnataka,560068,12.8908362,77.6040715,N/A,N/A,N/A,N/A
Vinayaka Hospital,N/A,N/A,N/A,Karnataka,N/A,12.93753,77.549675,N/A,N/A,N/A,N/A
Unani Hospital,N/A,N/A,N/A,Karnataka,560002,12.9633185,77.5790145,N/A,N/A,N/A,N/A
Rahul Maternity & Child Health Centre,N/A,N/A,N/A,Karnataka,560047,12.9596227,77.6146819,N/A,N/A,N/A,N/A
Bangaluru Unani Hospital,N/A,N/A,N/A,Karnataka,560004,12.9405198,77.5794387,N/A,N/A,N/A,N/A
Medcare Hospital,N/A,N/A,N/A,Karnataka,560004,12.953049,77.574203,N/A,N/A,N/A,N/A
Sumanjara Hospital,N/A,N/A,N/A,Karnataka,560019,12.9417439,77.5601782,N/A,N/A,N/A,N/A
Corporation Hospital,N/A,N/A,N/A,Karnataka,560018,12.961345,77.560893,N/A,N/A,N/A,N/A
Mitralaya Hospital,N/A,N/A,N/A,Karnataka,560004,12.945591,77.5712865,N/A,N/A,N/A,N/A
People Tree Hospitals,N/A,N/A,N/A,Karnataka,N/A,12.942076,77.553598,N/A,N/A,N/A,N/A
Apollo Specialty Hospital,N/A,N/A,N/A,Karnataka,560011,12.936459,77.584422,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,560018,12.9609494,77.5613939,N/A,N/A,N/A,N/A
Verna Hospital,N/A,N/A,N/A,Karnataka,560050,12.940404,77.5580361,N/A,N/A,N/A,N/A
"Government Hospital, Banglore",N/A,N/A,N/A,Karnataka,560026,12.9587464,77.5573456,N/A,N/A,N/A,N/A
Royan Maternity & Child Welfare Centre,N/A,N/A,N/A,Karnataka,560018,12.960311,77.568274,N/A,N/A,N/A,N/A
Alisa Eye Hospital,N/A,N/A,N/A,Karnataka,560047,12.9652304,77.6104334,N/A,N/A,N/A,N/A
Shekhar Hospital,N/A,N/A,N/A,Karnataka,560019,12.945944,77.567404,N/A,N/A,N/A,N/A
Government Hospital,N/A,N/A,N/A,Karnataka,N/A,12.949104,77.563226,N/A,N/A,N/A,N/A
Jeevini Sarvodaya Hospital,N/A,N/A,N/A,Karnataka,560019,12.9415883,77.5641917,N/A,N/A,N/A,N/A
Mahaveer Ortho Care Speciality Centre,N/A,N/A,N/A,Karnataka,560004,12.9569684,77.5695045,N/A,N/A,N/A,N/A
Raghavendra Hospital,N/A,N/A,N/A,Karnataka,N/A,12.938787,77.554296,N/A,N/A,N/A,N/A
Apaara Multi Speciality,N/A,N/A,N/A,Karnataka,N/A,12.938453,77.551329,N/A,N/A,N/A,N/A
Khincha Orthopaedic Centre,N/A,N/A,N/A,Karnataka,560004,12.939882,77.573989,N/A,N/A,N/A,N/A
Parameshwari Hospital,N/A,N/A,N/A,Karnataka,N/A,12.948971,77.563543,N/A,N/A,N/A,N/A
Drishti Nethralaya,N/A,N/A,N/A,Karnataka,N/A,12.9422541,77.5506328,N/A,N/A,N/A,N/A
Furtde Hospital,N/A,N/A,N/A,Karnataka,560002,12.9654649,77.5894756,N/A,N/A,N/A,N/A
Manavarthapet Pregnancy Hospital,N/A,N/A,N/A,Karnataka,560053,12.9702549,77.5734571,N/A,N/A,N/A,N/A
Trinity Hospital and Heart Foundation,N/A,N/A,N/A,Karnataka,560004,12.9434996,77.5796583,N/A,N/A,N/A,N/A
Spandana Heart Centre,N/A,N/A,N/A,Karnataka,560018,12.957222,77.566486,N/A,N/A,N/A,N/A
Shas Eye Care,N/A,N/A,N/A,Karnataka,560047,12.960296,77.614714,N/A,N/A,N/A,N/A
Matha Pitha Hospital,N/A,N/A,N/A,Karnataka,560070,12.9420276,77.575634,N/A,N/A,N/A,N/A
ESI Hospital,N/A,N/A,N/A,Karnataka,560053,12.972126,77.573351,N/A,N/A,N/A,N/A
Herige Hospital,N/A,N/A,N/A,Karnataka,560018,12.960972,77.5609696,N/A,N/A,N/A,N/A
Gleneagles Global Hospitals,N/A,N/A,N/A,Karnataka,560025,12.9654497,77.5999044,N/A,N/A,N/A,N/A
Punarjyoti Eye Hospital,N/A,N/A,N/A,Karnataka,560002,12.9658901,77.589928,N/A,N/A,N/A,N/A
Swastik Eye Hospital,N/A,N/A,N/A,Karnataka,560004,12.9479647,77.5696395,N/A,N/A,N/A,N/A
Dave Gray Hospital,N/A,N/A,N/A,Karnataka,560004,12.9458294,77.5799015,N/A,N/A,N/A,N/A
Dr. Rudrappa's Hospital,N/A,N/A,N/A,Karnataka,560027,12.9650303,77.5954946,N/A,N/A,N/A,N/A
Shishuka Children's Speciality Hospital,N/A,N/A,N/A,Karnataka,560043,13.0193799,77.6535352,N/A,N/A,N/A,N/A
Skin Remediez,N/A,N/A,N/A,Karnataka,560043,13.0091103,77.6579493,N/A,N/A,N/A,N/A
Navya Hospital,N/A,N/A,N/A,Karnataka,560024,13.0524836,77.6120857,N/A,N/A,N/A,N/A
Ovum Birthing Centre,N/A,N/A,N/A,Karnataka,560043,13.0201491,77.6516628,N/A,N/A,N/A,N/A
Icon Hospital,N/A,N/A,N/A,Karnataka,560024,13.0528211,77.6041042,N/A,N/A,N/A,N/A
Medicure Hospital,N/A,N/A,N/A,Karnataka,560043,13.0283463,77.6298629,N/A,N/A,N/A,N/A
Motherhood Women & Children Hospital,N/A,N/A,N/A,Karnataka,560043,13.0102697,77.6525909,N/A,N/A,N/A,N/A
Feran Hospital,N/A,N/A,N/A,Karnataka,560043,13.0263661,77.6302142,N/A,N/A,N/A,N/A
Super Specialty Eye Hospital,N/A,N/A,N/A,Karnataka,560043,13.0166883,77.6604049,N/A,N/A,N/A,N/A
Endocrine Speciality Centre,N/A,N/A,N/A,Karnataka,560043,13.013761,77.648529,N/A,N/A,N/A,N/A
Anjani Women's Day Care Hospital,N/A,N/A,N/A,Karnataka,560043,13.0188119,77.647187,N/A,N/A,N/A,N/A
CDEC Hospital,N/A,N/A,N/A,Karnataka,560043,13.026989,77.6281742,N/A,N/A,N/A,N/A
Pranam Dental Hospital,N/A,N/A,N/A,Karnataka,560045,13.029101,77.620568,N/A,N/A,N/A,N/A
Milaan Hospital,N/A,N/A,N/A,Karnataka,560043,13.0109537,77.6476418,N/A,N/A,N/A,N/A
Cloudnine Hospital,N/A,N/A,N/A,Karnataka,560043,13.020084,77.654053,N/A,N/A,N/A,N/A
Rajalakshmi Multi Specialty Hospital,N/A,N/A,N/A,Karnataka,560078,12.916588,77.579602,N/A,N/A,N/A,N/A
Lavis Hospital,N/A,N/A,N/A,Karnataka,560029,12.925461,77.609021,N/A,N/A,N/A,N/A
